,Team,Player,Games,Kicks,Handballs,Disposals,Contested Possessions,Metres Gained,Marks,Tackles,Hitouts,Fantasy,Goals,Behinds,Score,Year
22,Western Bulldogs,Bailey Hunt,7,14,23,37,19,517,4,16,0,154,0,0,0,2017.0
23,Fremantle,Beatrice Devlyn,2,6,0,6,2,139,0,2,0,26,0,0,0,2017.0
24,Fremantle,Belinda Smith,7,44,22,66,34,980,13,16,0,279,0,0,0,2017.0
25,Carlton,Bella Ayre,6,13,5,18,8,366,7,4,0,103,4,2,26,2017.0
26,Carlton,Bianca Jakobsson,7,37,26,63,30,546,26,10,2,300,4,3,27,2017.0
27,Carlton,Breann Moody,7,24,10,34,23,463,1,6,83,205,1,0,6,2017.0
28,Brisbane,Breanna Koenen,8,34,17,51,26,691,13,19,0,252,0,0,0,2017.0
29,Collingwood,Bree White,7,32,28,60,43,490,6,22,0,261,1,0,6,2017.0
30,Carlton,Brianna Davey,6,58,56,114,63,1464,23,17,0,404,1,0,6,2017.0
31,Fremantle,Brianna Green,2,5,6,11,6,132,2,5,0,44,0,0,0,2017.0
32,GWS Giants,Britt Tully,7,53,19,72,53,943,5,28,0,320,0,2,2,2017.0
33,Collingwood,Brittany Bonnici,7,46,18,64,29,931,8,32,0,317,0,0,0,2017.0
34,Brisbane,Brittany Gibson,8,46,27,73,39,1376,14,20,0,310,2,3,15,2017.0
35,Western Bulldogs,Brooke Lochland,7,47,17,64,30,1001,7,32,0,315,1,2,8,2017.0
36,Melbourne,Brooke Patterson,4,23,15,38,18,436,8,5,0,143,0,0,0,2017.0
37,Fremantle,Brooke Whyte,4,20,7,27,15,418,6,5,0,108,0,0,0,2017.0
38,Collingwood,Caitlyn Edwards,7,37,19,56,24,1009,10,14,0,234,2,2,14,2017.0
39,Fremantle,Cassie Davidson,7,36,5,41,15,740,14,18,0,228,0,0,0,2017.0
40,Melbourne,Cat Phillips,7,46,33,79,41,1336,17,13,2,315,5,2,32,2017.0
41,Collingwood,Cecilia McIntosh,6,21,17,38,21,498,6,17,0,184,1,0,6,2017.0
42,Adelaide,Chelsea Randall,8,85,28,113,70,2261,24,39,3,540,2,2,14,2017.0
43,Collingwood,Christina Bernardi,6,35,7,42,18,702,13,7,0,201,2,3,15,2017.0
44,GWS Giants,Clare Lawton,7,17,10,27,19,384,5,17,27,176,0,0,0,2017.0
45,GWS Giants,Codie Briggs,3,1,3,4,5,57,0,5,0,26,0,0,0,2017.0
46,Western Bulldogs,Courtney Clarkson,6,12,7,19,11,191,4,10,34,134,1,0,6,2017.0
47,Adelaide,Courtney Cramey,8,60,10,70,32,1692,16,19,0,330,0,2,2,2017.0
48,Melbourne,Daisy Pearce,7,79,74,153,81,1685,16,36,0,573,1,1,7,2017.0
49,Fremantle,Dana Hooker,7,87,34,121,60,1698,19,23,0,469,0,1,1,2017.0
50,Carlton,Danielle Hardiman,6,52,12,64,35,1262,15,15,0,281,0,0,0,2017.0
51,Carlton,Darcy Vescio,7,39,11,50,38,644,13,18,0,332,14,4,88,2017.0
52,Adelaide,Dayna Cox,8,43,22,65,35,984,9,16,0,257,0,0,0,2017.0
53,Melbourne,Deanna Berry,7,43,6,49,24,1067,11,7,0,229,5,5,35,2017.0
54,Brisbane,Delissa Kimmince,1,7,0,7,1,145,3,1,0,34,0,0,0,2017.0
55,Fremantle,Demi Okely,7,18,4,22,14,445,5,7,0,83,0,1,1,2017.0
56,Adelaide,Deni Varnhagen,8,57,16,73,27,1225,17,14,0,314,2,0,12,2017.0
57,Fremantle,Ebony Antonio,6,45,25,70,37,1252,19,27,0,364,2,1,13,2017.0
58,Adelaide,Ebony Marinoff,8,96,31,127,72,2543,19,76,0,673,0,2,2,2017.0
59,Melbourne,Elise Hogan,1,2,0,2,0,-10,1,0,0,9,0,0,0,2017.0
60,Melbourne,Elise O'Dea,7,82,53,135,58,2012,20,32,1,524,1,1,7,2017.0
61,GWS Giants,Ella Ross,7,20,16,36,23,335,3,17,0,153,0,0,0,2017.0
62,Western Bulldogs,Ellie Blackburn,7,101,35,136,62,2826,17,26,0,559,6,12,48,2017.0
63,GWS Giants,Ellie Brush,6,35,11,46,22,617,8,16,0,218,1,1,7,2017.0
64,Western Bulldogs,Ellyse Gamble,6,10,12,22,11,178,5,9,1,99,0,1,1,2017.0
65,Brisbane,Emily Bates,8,84,41,125,66,1938,21,38,0,541,1,1,7,2017.0
66,Collingwood,Emma Grant,7,35,10,45,20,647,17,23,1,269,1,0,6,2017.0
67,Melbourne,Emma Humphries,7,27,10,37,23,623,6,13,0,178,1,0,6,2017.0
68,Western Bulldogs,Emma Kearney,7,82,68,150,75,2736,17,20,0,504,0,4,4,2017.0
69,Collingwood,Emma King,7,28,14,42,24,522,7,8,199,356,0,1,1,2017.0
70,GWS Giants,Emma Swanson,5,52,28,80,47,1207,13,14,0,299,0,1,1,2017.0
71,Brisbane,Emma Zielke,8,65,27,92,49,1374,18,41,1,490,3,0,18,2017.0
72,GWS Giants,Erin McKinnon,7,8,15,23,20,161,1,9,153,240,0,0,0,2017.0
73,Adelaide,Erin Phillips,8,124,36,160,110,2817,23,30,1,705,10,8,68,2017.0
74,Fremantle,Gabby O'Sullivan,7,33,35,68,35,864,7,31,0,308,1,5,11,2017.0
75,Carlton,Gabriella Pound,7,34,13,47,28,876,6,18,0,211,1,0,6,2017.0
76,Fremantle,Gemma Houghton,7,36,26,62,37,965,11,28,19,323,3,5,23,2017.0
77,Adelaide,Georgia Bevan,8,54,12,66,32,1144,8,25,0,322,1,1,7,2017.0
78,Collingwood,Georgia Walker,2,5,3,8,5,120,0,3,0,34,0,0,0,2017.0
79,GWS Giants,Hannah Dunn,1,3,1,4,4,63,1,4,0,21,0,0,0,2017.0
80,Western Bulldogs,Hannah Scott,7,68,21,89,32,2652,15,23,0,369,1,0,6,2017.0
81,GWS Giants,Hannah Wallett,4,6,4,10,7,154,3,8,0,69,1,1,7,2017.0
82,Melbourne,Harriet Cordner,7,18,11,29,18,295,4,23,16,183,1,1,7,2017.0
83,Fremantle,Hayley Miller,7,48,10,58,28,1305,15,15,0,268,0,1,1,2017.0
84,Carlton,Hayley Trevean,1,6,3,9,3,115,2,0,0,28,0,0,0,2017.0
85,Western Bulldogs,Hayley Wildes,7,39,16,55,25,1301,6,13,0,228,1,3,9,2017.0
86,Adelaide,Heather Anderson,8,40,13,53,20,1042,7,9,1,199,0,0,0,2017.0
87,Collingwood,Helen Roden,1,3,1,4,1,48,1,5,0,34,0,0,0,2017.0
88,GWS Giants,Isabella Rudolph,1,0,1,1,0,1,0,1,0,6,0,0,0,2017.0
89,GWS Giants,Jacinda Barclay,6,27,9,36,18,511,13,10,1,194,4,3,27,2017.0
90,Western Bulldogs,Jaimee Lambert,6,34,15,49,29,734,6,15,0,247,5,2,32,2017.0
91,Brisbane,Jamie Stanton,8,60,14,74,28,1332,15,23,0,334,0,0,0,2017.0
92,Collingwood,Jasmine Garner,7,52,10,62,22,1296,23,17,0,348,5,3,33,2017.0
93,Melbourne,Jasmine Grierson,7,48,29,77,29,1284,17,13,0,304,1,0,6,2017.0
94,Adelaide,Jenna McCormick,7,30,14,44,24,615,6,12,0,198,4,2,26,2017.0
95,Collingwood,Jess Duffin,7,45,12,57,33,787,27,17,0,344,6,3,39,2017.0
96,Western Bulldogs,Jess Gardner,5,9,18,27,17,136,2,13,0,113,1,0,6,2017.0
97,Carlton,Jess Kennedy,4,18,12,30,13,248,4,4,0,100,0,0,0,2017.0
98,Brisbane,Jess Wuetschner,8,44,17,61,26,933,16,23,0,335,5,3,33,2017.0
99,Melbourne,Jessica Anderson,5,16,6,22,11,324,7,10,4,131,1,3,9,2017.0
100,GWS Giants,Jessica Bibby,7,20,16,36,14,468,12,16,0,195,0,0,0,2017.0
101,GWS Giants,Jessica Dal Pos,7,79,18,97,52,1347,14,49,0,515,1,0,6,2017.0
102,Adelaide,Jessica Sedunary,8,41,17,58,32,863,10,16,0,242,3,4,22,2017.0
103,Carlton,Jordan Ivey,2,10,3,13,8,255,4,6,0,77,1,0,6,2017.0
104,Brisbane,Jordan Membrey,5,8,8,16,8,238,3,8,0,83,1,0,6,2017.0
105,Adelaide,Justine Mules,5,17,17,34,26,335,0,26,0,182,0,0,0,2017.0
106,Brisbane,Kaitlyn Ashmore,8,57,18,75,30,1524,22,12,1,331,2,4,16,2017.0
107,Fremantle,Kara Antonio,6,78,23,101,54,1789,11,40,1,483,4,0,24,2017.0
108,Melbourne,Karen Paxman,7,102,50,152,68,2095,27,23,1,582,2,1,13,2017.0
109,Carlton,Kate Darby,2,5,1,6,5,142,1,1,0,24,0,0,0,2017.0
110,Brisbane,Kate Deegan,1,3,1,4,2,72,0,0,0,11,0,0,0,2017.0
111,Carlton,Kate Gillespie-Jones,7,18,32,50,27,632,7,17,11,203,0,1,1,2017.0
112,Brisbane,Kate Lutkins,8,59,7,66,34,1527,12,17,4,297,1,0,6,2017.0
113,Brisbane,Kate McCarthy,8,38,11,49,21,1194,9,21,0,293,9,1,55,2017.0
114,Collingwood,Kate Sheahan,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
115,Carlton,Kate Shierlaw,6,19,10,29,10,401,11,5,7,145,2,1,13,2017.0
116,GWS Giants,Kate Stanton,4,10,3,13,11,254,1,5,0,65,1,1,7,2017.0
117,Western Bulldogs,Kate Tyndall,7,7,21,28,19,230,4,16,0,114,0,1,1,2017.0
118,Melbourne,Katherine Smith,7,24,21,45,24,630,3,16,0,180,0,0,0,2017.0
119,Western Bulldogs,Katie Brennan,2,19,7,26,11,450,7,8,2,139,3,1,19,2017.0
120,Carlton,Katie Loynes,7,40,23,63,41,1043,8,27,0,302,1,0,6,2017.0
121,Adelaide,Kellie Gibson,8,38,16,54,23,811,9,11,0,221,4,2,26,2017.0
122,Fremantle,Kelly Clinch,6,14,20,34,26,309,2,15,37,175,0,0,0,2017.0
123,Fremantle,Kim Mickle,1,2,0,2,3,60,0,2,0,13,0,0,0,2017.0
124,Western Bulldogs,Kimberley Ebb,4,3,4,7,5,33,0,5,0,32,0,0,0,2017.0
125,Fremantle,Kira Phillips,5,19,4,23,9,541,8,3,0,99,2,3,15,2017.0
126,Fremantle,Kirby Bentley,7,48,24,72,31,1062,19,4,0,260,1,1,7,2017.0
127,Western Bulldogs,Kirsten McLeod,6,26,16,42,24,867,3,14,0,206,4,8,32,2017.0
128,Western Bulldogs,Kirsty Lamb,6,47,15,62,38,973,6,20,0,282,4,0,24,2017.0
129,GWS Giants,Kristy De Pellegrini,6,8,10,18,15,100,1,8,1,74,0,0,0,2017.0
130,Fremantle,Lara Filocamo,7,67,40,107,59,973,12,31,0,443,1,2,8,2017.0
131,Carlton,Laura Attard,7,25,10,35,16,505,7,8,0,134,0,0,0,2017.0
132,Western Bulldogs,Laura Bailey,6,14,29,43,22,247,6,10,0,145,1,0,6,2017.0
133,Melbourne,Laura Duryea,7,54,10,64,23,1206,7,11,0,228,0,0,0,2017.0
134,Carlton,Lauren Arnell,7,60,24,84,52,1263,11,26,0,376,2,2,14,2017.0
135,Carlton,Lauren Brazzale,7,39,7,46,26,1230,8,15,0,211,1,0,6,2017.0
136,Western Bulldogs,Lauren Morecroft,2,4,3,7,4,82,1,2,0,30,0,0,0,2017.0
137,Melbourne,Lauren Pearce,7,30,26,56,36,414,13,18,99,348,0,2,2,2017.0
138,Western Bulldogs,Lauren Spark,7,36,20,56,32,904,21,5,7,231,0,2,2,2017.0
139,Collingwood,Lauren Tesoriero,5,24,22,46,39,293,7,18,1,198,0,1,1,2017.0
140,Brisbane,Leah Kaslar,8,28,29,57,43,537,7,18,0,227,0,0,0,2017.0
141,Western Bulldogs,Libby Birch,7,24,28,52,27,450,3,13,1,177,0,0,0,2017.0
142,Melbourne,Lily Mithen,7,67,46,113,47,1055,14,19,0,414,0,2,2,2017.0
143,Western Bulldogs,Lisa Williams,6,10,14,24,11,218,0,13,1,103,0,0,0,2017.0
144,Collingwood,Lou Wotton,3,2,2,4,3,43,1,5,33,63,0,0,0,2017.0
145,GWS Giants,Louise Stephenson,3,10,6,16,11,114,4,1,6,59,0,0,0,2017.0
146,GWS Giants,Maddy Collier,7,47,15,62,32,1112,15,27,0,307,0,2,2,2017.0
147,Melbourne,Madeleine Boyd,7,22,14,36,14,427,8,16,39,205,0,0,0,2017.0
148,Carlton,Madeline Keryk,6,43,15,58,32,1065,5,19,0,213,0,0,0,2017.0
149,GWS Giants,Mai Nguyen,3,17,1,18,5,361,5,1,0,78,1,0,6,2017.0
150,Melbourne,Meg Downie,2,11,8,19,13,189,5,3,0,74,0,0,0,2017.0
151,Collingwood,Meg Hutchins,7,57,13,70,25,1696,16,8,1,280,0,0,0,2017.0
152,Western Bulldogs,Meg McDonald,4,9,7,16,8,104,9,3,7,96,1,2,8,2017.0
153,Brisbane,Megan Hunt,8,61,28,89,41,1170,23,32,0,405,0,0,0,2017.0
154,Fremantle,Melissa Caulfield,5,18,15,33,19,448,4,20,0,179,1,0,6,2017.0
155,Melbourne,Melissa Hickey,7,36,45,81,37,672,19,26,0,351,1,0,6,2017.0
156,Collingwood,Melissa Kuys,6,47,9,56,34,753,13,12,0,230,0,0,0,2017.0
157,Melbourne,Mia-Rae Clifford,7,15,6,21,15,348,1,12,0,103,0,0,0,2017.0
158,Collingwood,Moana Hope,7,29,7,36,23,582,14,6,0,209,7,8,50,2017.0
159,Adelaide,Monique Hollick,3,12,9,21,12,279,3,8,0,96,0,0,0,2017.0
160,Carlton,Nat Exon,5,24,20,44,22,599,9,17,2,202,0,3,3,2017.0
161,Carlton,Natalie Plane,1,1,0,1,0,47,0,0,0,3,0,0,0,2017.0
162,GWS Giants,Nicola Barr,7,55,23,78,30,1287,10,22,0,329,0,0,0,2017.0
163,Collingwood,Nicola Stevens,7,50,17,67,39,883,23,22,0,330,0,0,0,2017.0
164,Western Bulldogs,Nicole Callinan,7,33,35,68,36,854,12,14,0,252,0,0,0,2017.0
165,Brisbane,Nicole Hildebrand,8,47,7,54,29,943,18,10,0,234,0,0,0,2017.0
166,Brisbane,Nikki Wallace,8,18,21,39,23,385,5,16,0,159,0,0,0,2017.0
167,Collingwood,Penny Cula-Reid,2,5,0,5,4,129,1,1,0,19,0,0,0,2017.0
168,GWS Giants,Phoebe McWilliams,7,25,17,42,24,497,13,9,8,232,7,1,43,2017.0
169,Adelaide,Rachael Killian,6,28,9,37,21,556,8,9,1,179,2,3,15,2017.0
170,GWS Giants,Rebecca Beeson,7,38,35,73,39,860,10,15,0,276,3,2,20,2017.0
171,Western Bulldogs,Rebecca Neaves,5,11,8,19,5,300,6,6,0,91,0,2,2,2017.0
172,Carlton,Rebecca Privitelli,5,29,9,38,17,594,11,3,0,157,1,0,6,2017.0
173,GWS Giants,Renee Tomkins,7,46,9,55,27,1231,14,13,0,233,0,0,0,2017.0
174,Adelaide,Rhiannon Metcalfe,8,35,16,51,22,761,9,4,136,309,0,1,1,2017.0
175,Melbourne,Richelle Cranston,6,25,19,44,25,744,9,18,2,207,1,3,9,2017.0
176,Western Bulldogs,Romy Timmins,2,1,0,1,1,21,0,2,0,11,0,0,0,2017.0
177,Collingwood,Ruby Schleicher,5,9,6,15,8,212,0,15,21,113,0,0,0,2017.0
178,Brisbane,Sabrina Frederick,8,72,22,94,55,1432,20,15,58,475,6,4,40,2017.0
179,Adelaide,Sally Riley,8,30,20,50,26,587,7,18,0,237,3,0,18,2017.0
180,Brisbane,Sam Virgo,8,52,26,78,42,1193,14,23,0,332,0,0,0,2017.0
181,Adelaide,Sarah Allan,6,19,20,39,28,504,9,9,18,173,0,1,1,2017.0
182,Collingwood,Sarah D'Arcy,7,48,28,76,49,633,18,12,0,323,2,4,16,2017.0
183,Carlton,Sarah Hosking,7,35,28,63,34,797,11,17,0,261,2,0,12,2017.0
184,Melbourne,Sarah Jolly,3,6,7,13,7,169,1,9,0,75,1,0,6,2017.0
185,Melbourne,Sarah Lampard,7,30,33,63,34,770,12,17,0,256,0,1,1,2017.0
186,Carlton,Sarah Last,3,10,4,14,9,234,1,3,0,50,0,0,0,2017.0
187,Adelaide,Sarah Perkins,8,43,24,67,43,778,18,24,21,414,11,8,74,2017.0
188,Brisbane,Selina Priest,8,7,10,17,14,143,2,10,39,122,0,0,0,2017.0
189,Carlton,Shae Audley,7,36,28,64,52,768,4,37,0,334,2,1,13,2017.0
190,Brisbane,Shaleise Law,3,5,0,5,0,80,1,0,0,18,0,0,0,2017.0
191,Brisbane,Shannon Campbell,7,45,8,53,29,966,14,6,0,215,1,0,6,2017.0
192,Brisbane,Sharni Webb,8,31,26,57,43,781,8,27,61,322,0,0,0,2017.0
193,Melbourne,Shelley Scott,6,41,24,65,34,996,16,13,0,295,5,2,32,2017.0
194,Adelaide,Sophie Armitstead,1,4,3,7,4,43,1,0,0,22,0,0,0,2017.0
195,Collingwood,Sophie Casey,5,7,14,21,15,225,7,13,0,103,1,0,6,2017.0
196,Fremantle,Stacey Barr,7,34,13,47,23,789,21,6,6,229,3,7,25,2017.0
197,Collingwood,Stacey Livingstone,7,43,7,50,20,1029,16,8,0,215,0,0,0,2017.0
198,Collingwood,Steph Chiocci,7,50,18,68,29,1012,9,21,0,280,1,2,8,2017.0
199,Fremantle,Stephanie Cain,6,22,19,41,24,522,8,22,0,197,0,1,1,2017.0
200,GWS Giants,Stephanie Walker,3,11,3,14,7,248,2,4,0,61,1,0,6,2017.0
201,Adelaide,Stevie-Lee Thompson,8,41,17,58,36,1263,2,11,1,196,0,0,0,2017.0
202,Brisbane,Tahlia Randall,7,32,11,43,21,1101,14,12,3,202,0,0,0,2017.0
203,Carlton,Tahni Nestor,3,8,10,18,15,136,3,8,0,82,0,0,0,2017.0
204,Adelaide,Talia Radan,8,28,18,46,28,827,7,8,0,160,0,0,0,2017.0
205,Collingwood,Tara Morgan,7,29,8,37,19,581,11,20,0,213,0,0,0,2017.0
206,Fremantle,Tarnica Golisano,4,7,6,13,6,129,4,8,0,66,0,0,0,2017.0
207,Fremantle,Tayla Bresland,7,21,7,28,15,607,8,14,0,143,1,0,6,2017.0
208,Brisbane,Tayla Harris,8,45,11,56,42,1273,23,16,5,279,4,9,33,2017.0
209,Adelaide,Tayla Thorn,5,17,8,25,12,449,2,21,3,144,0,0,0,2017.0
210,Fremantle,Taylah Angel,4,14,4,18,15,323,0,14,0,105,0,0,0,2017.0
211,Fremantle,Tiah Toth,3,13,6,19,7,225,2,5,0,71,0,0,0,2017.0
212,Western Bulldogs,Tiarna Ernst,7,11,30,41,31,250,2,29,90,291,0,0,0,2017.0
213,Carlton,Tilly Lucas-Rodd,7,49,24,73,28,819,10,18,1,291,0,1,1,2017.0
