,Team,Player,Games,Kicks,Handballs,Disposals,Contested Possessions,Metres Gained,Marks,Tackles,Hitouts,Fantasy,Goals,Behinds,Score,Year
90,Geelong,Claudia Gunjaca,3,10,7,17,9,319,6,5,0,72,0,1,1,2022.0
91,Gold Coast,Claudia Whitfort,7,51,38,89,60,1391,3,29,0,348,0,2,2,2022.0
92,GWS Giants,Cora Staunton,8,35,22,57,32,940,14,10,0,291,11,6,72,2022.0
93,West Coast,Courtney Guard,6,15,10,25,17,300,7,5,0,89,0,0,0,2022.0
94,Brisbane,Courtney Hodder,8,45,35,80,44,1026,6,33,0,384,5,6,36,2022.0
95,Carlton,Courtney Jones,7,42,20,62,28,847,19,12,0,302,7,3,45,2022.0
96,West Coast,Courtney Rowley,4,12,8,20,9,305,7,6,0,95,0,0,0,2022.0
97,Richmond,Courtney Wakefield,2,8,5,13,6,238,6,8,3,91,2,1,13,2022.0
98,North Melbourne,Daisy Bateman,7,24,24,48,17,381,18,9,0,222,3,2,20,2022.0
99,Gold Coast,Daisy D'Arcy,8,40,23,63,29,1168,10,33,0,314,0,0,0,2022.0
100,Melbourne,Daisy Pearce,8,48,21,69,36,1035,13,16,0,319,6,5,41,2022.0
101,Carlton,Daisy Walker,8,45,33,78,31,974,16,24,0,335,0,0,0,2022.0
102,Brisbane,Dakota Davidson,5,25,2,27,15,678,12,9,3,164,3,3,21,2022.0
103,Fremantle,Dana East,7,26,38,64,42,445,6,39,0,341,2,0,12,2022.0
104,West Coast,Dana Hooker,8,96,41,137,78,2552,17,29,0,550,2,1,13,2022.0
105,North Melbourne,Danielle Hardiman,4,16,5,21,6,256,4,3,0,77,0,0,0,2022.0
106,Geelong,Danielle Higgins,1,2,3,5,2,49,2,1,0,19,0,0,0,2022.0
107,Adelaide,Danielle Ponter,7,49,26,75,27,1327,20,14,0,328,3,9,27,2022.0
108,St Kilda,Darcy Guttridge,7,32,16,48,27,787,12,11,0,207,1,1,7,2022.0
109,Geelong,Darcy Moloney,6,29,44,73,32,622,7,25,0,296,2,0,12,2022.0
110,Carlton,Darcy Vescio,8,47,24,71,38,1107,20,16,0,343,6,7,43,2022.0
111,North Melbourne,Daria Bannister,8,39,14,53,33,895,13,11,0,252,5,4,34,2022.0
112,Western Bulldogs,Deanna Berry,1,3,3,6,3,34,1,1,0,19,0,0,0,2022.0
113,Gold Coast,Dee Heslop,7,28,14,42,19,729,8,26,0,226,0,0,0,2022.0
114,Fremantle,Ebony Antonio,8,70,29,99,40,2192,23,27,1,491,8,4,52,2022.0
115,Adelaide,Ebony Marinoff,8,125,74,199,83,3096,33,60,0,836,1,1,7,2022.0
116,Collingwood,Ebony O'Dea,5,16,21,37,26,285,4,15,0,167,1,0,6,2022.0
117,Melbourne,Eden Zanker,8,50,48,98,52,1361,12,29,3,380,1,3,9,2022.0
118,Western Bulldogs,Eleanor Brown,8,56,53,109,47,1086,25,17,0,406,0,0,0,2022.0
119,Western Bulldogs,Elisabeth Georgostathis,8,52,53,105,57,1027,12,39,0,419,1,3,9,2022.0
120,Carlton,Elise O'Dea,8,58,33,91,42,1425,15,18,0,327,1,0,6,2022.0
121,Collingwood,Eliza James,8,41,26,67,30,1264,9,20,0,278,2,1,13,2022.0
122,Melbourne,Eliza McNamara,7,61,38,99,39,1572,25,21,0,419,1,0,6,2022.0
123,Melbourne,Eliza West,8,38,64,102,69,839,12,32,0,390,1,3,9,2022.0
124,Gold Coast,Elizabeth Keaney,8,54,15,69,31,1329,11,24,0,303,0,0,0,2022.0
125,Western Bulldogs,Elizabeth Snell,6,25,20,45,19,551,8,18,0,194,0,1,1,2022.0
126,St Kilda,Ella Friend,5,28,13,41,12,890,8,8,0,165,0,0,0,2022.0
127,Western Bulldogs,Elle Bennetts,6,38,22,60,26,1015,6,18,0,236,0,3,3,2022.0
128,Western Bulldogs,Ellie Blackburn,8,105,48,153,52,2868,16,38,0,629,6,5,41,2022.0
129,North Melbourne,Ellie Gavalas,7,60,41,101,37,1444,13,24,0,401,3,6,24,2022.0
130,Gold Coast,Ellie Hampson,6,41,23,64,36,1008,5,32,0,316,2,0,12,2022.0
131,Richmond,Ellie McKenzie,4,21,26,47,19,673,7,10,0,173,1,1,7,2022.0
132,Western Bulldogs,Ellyse Gamble,3,17,6,23,8,432,9,5,0,105,0,0,0,2022.0
133,Collingwood,Eloise Chaston,6,15,15,30,15,364,9,5,0,122,2,0,12,2022.0
134,Adelaide,Eloise Jones,8,78,39,117,44,2031,28,22,0,482,2,2,14,2022.0
135,Richmond,Emelia Yassir,6,15,15,30,15,378,4,13,0,133,2,2,14,2022.0
136,Brisbane,Emily Bates,8,104,79,183,88,2631,22,47,0,731,3,2,20,2022.0
137,West Coast,Emily Bennett,2,6,5,11,6,62,5,9,0,79,0,0,0,2022.0
138,GWS Giants,Emily Pease,7,34,33,67,29,928,15,18,0,285,0,1,1,2022.0
139,North Melbourne,Emma Kearney,7,76,49,125,40,2176,26,12,0,461,1,0,6,2022.0
140,North Melbourne,Emma King,8,49,28,77,38,1156,22,26,92,468,0,4,4,2022.0
141,Fremantle,Emma O'Driscoll,8,52,15,67,34,963,22,20,0,323,0,1,1,2022.0
142,West Coast,Emma Swanson,7,91,61,152,80,2357,27,34,0,606,3,2,20,2022.0
143,Collingwood,Erica Fowler,6,23,7,30,9,474,5,8,13,116,0,0,0,2022.0
144,GWS Giants,Erin Lorenzini,5,8,25,33,13,198,7,10,0,115,0,0,0,2022.0
145,GWS Giants,Erin McKinnon,6,7,12,19,13,292,3,9,90,152,0,0,0,2022.0
146,Adelaide,Erin Phillips,7,79,44,123,51,1613,34,20,2,533,4,7,31,2022.0
147,West Coast,Evangeline Gooch,7,60,12,72,27,1523,10,9,0,270,1,1,7,2022.0
148,Geelong,Gabbi Featherston,7,22,7,29,12,485,7,5,0,111,0,0,0,2022.0
149,Brisbane,Gabby Collingwood,1,0,0,0,0,0,0,1,0,4,0,0,0,2022.0
150,Fremantle,Gabby O'Sullivan,8,84,40,124,70,2228,22,59,0,629,1,1,7,2022.0
151,Richmond,Gabby Seymour,8,58,54,112,62,1386,23,32,105,582,0,4,4,2022.0
152,Carlton,Gabriella Pound,6,71,24,95,24,1560,17,13,0,358,0,0,0,2022.0
153,Melbourne,Gabrielle Colvin,5,22,8,30,16,426,9,11,0,149,0,0,0,2022.0
154,Fremantle,Gemma Houghton,8,56,23,79,32,1396,15,21,6,387,6,14,50,2022.0
155,Western Bulldogs,Gemma Lagioia,4,8,17,25,14,98,4,7,0,93,0,1,1,2022.0
156,Geelong,Georgia Clarke,1,1,0,1,1,30,0,1,0,5,0,0,0,2022.0
157,GWS Giants,Georgia Garnett,6,35,14,49,13,817,13,13,3,222,0,0,0,2022.0
158,Carlton,Georgia Gee,8,61,39,100,41,1208,27,24,0,469,4,7,31,2022.0
159,Geelong,Georgie Prespakis,8,56,42,98,68,1492,3,50,0,448,0,2,2,2022.0
160,Geelong,Georgie Rankin,7,35,23,58,24,782,12,29,0,300,0,1,1,2022.0
161,GWS Giants,Georgina Fowler,1,0,1,1,1,-7,0,1,0,4,0,0,0,2022.0
162,North Melbourne,Grace Campbell,2,4,4,8,9,84,1,5,0,25,0,1,1,2022.0
163,Carlton,Grace Egan,5,44,27,71,26,1131,10,14,0,263,0,2,2,2022.0
164,West Coast,Grace Kelly,6,32,8,40,18,660,12,9,0,181,0,0,0,2022.0
165,Brisbane,Greta Bodey,8,56,40,96,38,1605,23,30,0,482,8,7,55,2022.0
166,GWS Giants,Haneen Zreika,7,39,36,75,38,819,9,29,0,318,0,1,1,2022.0
167,Richmond,Hannah Burchell,4,11,11,22,9,324,3,6,0,81,0,0,0,2022.0
168,Adelaide,Hannah Button,8,26,28,54,33,794,8,36,0,286,0,2,2,2022.0
169,Gold Coast,Hannah Dunn,8,46,18,64,23,1034,10,19,0,266,0,0,0,2022.0
170,Adelaide,Hannah Munyard,6,34,23,57,22,755,14,10,0,227,1,0,6,2022.0
171,St Kilda,Hannah Priest,8,83,44,127,53,1871,25,28,0,511,0,0,0,2022.0
172,Richmond,Harriet Cordner,3,13,7,20,14,380,3,5,0,81,0,0,0,2022.0
173,West Coast,Hayley Bullas,6,34,17,51,29,597,5,16,0,213,2,2,14,2022.0
174,Fremantle,Hayley Miller,8,114,27,141,81,2940,26,49,0,713,7,8,50,2022.0
175,West Coast,Imahra Cameron,4,17,5,22,10,374,8,11,0,130,2,2,14,2022.0
176,Collingwood,Imogen Barnett,2,4,2,6,4,90,1,3,0,31,0,1,1,2022.0
177,Brisbane,Indy Tahau,8,29,12,41,30,868,10,15,0,178,0,0,0,2022.0
178,Brisbane,Isabel Dawes,8,49,60,109,55,1330,13,26,0,410,2,0,12,2022.0
179,Western Bulldogs,Isabel Huntington,1,1,2,3,2,29,0,2,0,19,1,0,6,2022.0
180,North Melbourne,Isabella Eddey,8,43,47,90,28,929,26,14,0,355,1,0,6,2022.0
181,Western Bulldogs,Isabella Grant,8,37,31,68,32,887,9,19,0,263,0,1,1,2022.0
182,West Coast,Isabella Lewis,8,55,38,93,60,940,11,34,0,387,0,0,0,2022.0
183,St Kilda,Isabella Shannon,5,24,13,37,17,653,8,10,0,150,0,1,1,2022.0
184,Western Bulldogs,Isabelle Pritchard,8,36,43,79,45,926,12,27,3,332,0,2,2,2022.0
185,Melbourne,Jacqueline Parry,8,35,33,68,35,656,15,11,11,254,0,3,3,2022.0
186,Gold Coast,Jacqui Dupuy,7,29,12,41,31,638,5,14,51,236,2,0,12,2022.0
187,St Kilda,Jacqui Vogt,7,34,17,51,22,695,7,28,8,254,1,1,7,2022.0
188,Gold Coast,Jacqui Yorston,6,27,34,61,36,694,5,23,0,243,0,1,1,2022.0
189,Brisbane,Jade Ellenger,8,62,35,97,35,1920,20,15,0,372,1,1,7,2022.0
190,Gold Coast,Jade Pregelj,3,13,3,16,8,217,4,4,0,71,0,0,0,2022.0
191,Collingwood,Jaimee Lambert,8,99,69,168,88,2389,22,45,0,686,4,2,26,2022.0
192,Gold Coast,Jamie Stanton,8,89,25,114,48,2274,13,51,0,561,2,5,17,2022.0
193,Fremantle,Janelle Cuthbertson,2,14,4,18,3,291,3,4,0,70,0,0,0,2022.0
194,Fremantle,Jasmin Stewart,3,12,10,22,8,287,7,4,0,95,1,1,7,2022.0
195,North Melbourne,Jasmine Ferguson,7,35,13,48,15,672,17,10,0,227,0,0,0,2022.0
196,North Melbourne,Jasmine Garner,8,111,61,172,87,2372,29,32,0,698,7,5,47,2022.0
197,GWS Giants,Jasmine Grierson,3,20,7,27,6,456,3,5,0,101,0,0,0,2022.0
198,Adelaide,Jasmine Simmons,4,7,23,30,15,116,9,5,0,114,0,2,2,2022.0
199,Adelaide,Jasmyn Hewett,1,2,4,6,0,90,1,2,0,25,0,0,0,2022.0
200,St Kilda,Jayde van Dyk,7,24,34,58,24,525,12,14,0,219,0,0,0,2022.0
201,Western Bulldogs,Jemima Woods,2,1,1,2,3,52,0,5,0,22,0,0,0,2022.0
202,North Melbourne,Jenna Bruton,8,69,77,146,56,1495,21,33,0,551,1,2,8,2022.0
203,North Melbourne,Jess Duffin,6,43,16,59,20,970,20,7,0,253,0,0,0,2022.0
204,Western Bulldogs,Jess Fitzgerald,8,43,46,89,38,1250,9,36,0,392,2,1,13,2022.0
205,Carlton,Jess Good,6,20,27,47,25,546,13,14,57,268,1,2,8,2022.0
206,Richmond,Jess Hosking,8,60,31,91,38,1327,21,21,0,384,0,0,0,2022.0
207,Brisbane,Jess Wuetschner,3,18,5,23,12,317,6,8,0,123,2,2,14,2022.0
208,Brisbane,Jesse Wardlaw,8,48,33,81,47,1030,23,12,17,382,6,8,44,2022.0
209,Carlton,Jessica Dal Pos,8,36,29,65,24,591,18,21,0,293,0,0,0,2022.0
210,GWS Giants,Jessica Doyle,4,12,5,17,9,228,7,5,0,96,3,0,18,2022.0
211,Fremantle,Jessica Low,8,30,19,49,26,590,7,26,0,245,0,0,0,2022.0
212,St Kilda,Jessica Matin,6,25,9,34,15,631,7,7,0,143,2,5,17,2022.0
213,Geelong,Jordan Ivey,8,32,19,51,29,924,11,14,0,217,1,3,9,2022.0
214,Collingwood,Jordyn Allen,8,51,37,88,25,1237,26,10,0,340,1,0,6,2022.0
215,Geelong,Julia Crockett-Grills,7,24,26,50,26,476,5,32,0,242,1,0,6,2022.0
216,Adelaide,Justine Mules,7,38,27,65,25,966,13,10,0,257,2,0,12,2022.0
217,North Melbourne,Kaitlyn Ashmore,6,51,21,72,20,1396,26,9,0,321,3,1,19,2022.0
218,Gold Coast,Kalinda Howarth,7,51,16,67,22,1257,19,15,0,308,2,3,15,2022.0
219,Fremantle,Kara Antonio,6,34,18,52,24,728,9,9,0,209,3,3,21,2022.0
220,Melbourne,Karen Paxman,8,83,68,151,46,2261,20,31,0,564,2,2,14,2022.0
221,Geelong,Kate Darby,8,39,14,53,35,1028,12,18,47,318,3,2,20,2022.0
222,Richmond,Kate Dempsey,8,72,27,99,19,1724,26,14,0,399,1,0,6,2022.0
223,Melbourne,Kate Hore,8,55,35,90,52,1328,22,25,0,453,8,10,58,2022.0
224,Brisbane,Kate Lutkins,1,0,1,1,0,10,0,0,0,2,0,0,0,2022.0
225,St Kilda,Kate McCarthy,4,22,2,24,10,630,3,3,0,84,0,2,2,2022.0
226,St Kilda,Kate Shierlaw,7,40,17,57,32,988,25,11,14,296,2,6,18,2022.0
227,Gold Coast,Kate Surman,8,42,40,82,62,846,7,35,0,386,4,5,29,2022.0
228,GWS Giants,Katherine Smith,8,50,16,66,32,981,14,15,0,286,2,1,13,2022.0
229,Richmond,Katie Brennan,8,69,22,91,50,1870,29,19,1,465,12,8,80,2022.0
230,GWS Giants,Katie Loynes,7,33,20,53,23,826,16,43,0,340,1,0,6,2022.0
231,Western Bulldogs,Katie Lynch,7,57,21,78,24,1016,31,19,0,377,0,0,0,2022.0
232,Carlton,Keeley Sherar,4,33,14,47,14,817,10,13,0,212,1,0,6,2022.0
233,West Coast,Kellie Gibson,7,35,9,44,21,945,12,21,1,247,3,1,19,2022.0
234,Carlton,Kerryn Harrington,8,85,34,119,23,1917,29,21,0,472,0,0,0,2022.0
235,Fremantle,Kiara Bowers,5,89,24,113,74,1734,12,62,0,563,1,0,6,2022.0
236,North Melbourne,Kim Rennie,7,17,26,43,29,311,9,18,72,254,0,0,0,2022.0
237,Western Bulldogs,Kirsty Lamb,8,97,58,155,72,2490,24,29,0,615,4,3,27,2022.0
238,Richmond,Kodi Jacques,6,13,17,30,15,354,7,12,0,139,1,0,6,2022.0
239,Melbourne,Krstel Petrevski,1,3,1,4,2,38,1,2,0,23,0,0,0,2022.0
240,Geelong,Laura Gardiner,3,12,27,39,28,161,2,10,0,124,0,1,1,2022.0
241,Richmond,Laura McClelland,3,2,11,13,5,33,1,2,1,25,0,0,0,2022.0
242,Fremantle,Laura Pugh,8,67,28,95,36,1463,14,16,0,355,0,0,0,2022.0
243,Gold Coast,Lauren Ahrens,8,58,32,90,29,1515,21,13,0,342,0,0,0,2022.0
244,Gold Coast,Lauren Bella,8,24,24,48,33,699,6,17,170,360,1,0,6,2022.0
245,Carlton,Lauren Brazzale,5,40,16,56,12,994,9,9,0,216,0,0,0,2022.0
246,Collingwood,Lauren Butler,8,63,38,101,28,1453,19,21,0,392,0,0,0,2022.0
247,West Coast,Lauren Gauci,2,1,6,7,3,26,2,3,0,27,0,0,0,2022.0
248,Melbourne,Lauren Magee,4,10,15,25,13,197,0,2,0,55,0,0,0,2022.0
249,Melbourne,Lauren Pearce,8,49,55,104,81,935,13,10,115,456,1,0,6,2022.0
250,St Kilda,Leah Cutting,5,15,14,29,20,259,7,22,59,228,0,0,0,2022.0
251,Melbourne,Libby Birch,8,80,29,109,33,1361,28,13,0,438,0,0,0,2022.0
252,GWS Giants,Libby Graham,3,10,11,21,9,309,5,8,2,92,0,0,0,2022.0
253,Melbourne,Lily Mithen,7,73,51,124,39,1573,27,34,0,541,0,1,1,2022.0
254,GWS Giants,Lisa Steane,7,30,29,59,29,821,10,21,0,246,0,0,0,2022.0
255,Adelaide,Lisa Whiteley,5,17,16,33,13,291,9,4,0,148,4,5,29,2022.0
256,GWS Giants,Louise Stephenson,7,33,19,52,19,755,15,17,0,266,3,0,18,2022.0
257,Brisbane,Lucinda Pullar,5,28,17,45,19,650,9,5,0,157,0,0,0,2022.0
258,St Kilda,Lucy Burke,6,13,12,25,16,347,6,12,2,126,0,0,0,2022.0
259,Carlton,Lucy McEvoy,8,56,48,104,48,937,22,22,3,423,1,1,7,2022.0
260,Gold Coast,Lucy Single,4,19,4,23,13,678,5,16,0,125,0,0,0,2022.0
261,Brisbane,Luka Yoshida-Martin,3,8,6,14,8,215,1,7,0,76,1,1,7,2022.0
262,Richmond,Maddie Shevlin,7,58,14,72,23,2088,11,11,0,276,0,0,0,2022.0
263,Melbourne,Maddison Gay,3,31,7,38,22,614,8,13,0,182,1,1,7,2022.0
264,Richmond,Maddy Brancatisano,8,29,49,78,43,995,7,17,0,260,0,0,0,2022.0
265,West Coast,Maddy Collier,7,41,10,51,13,1001,8,28,0,252,1,1,7,2022.0
266,Carlton,Maddy Guerin,4,34,9,43,23,1088,11,8,0,178,0,1,1,2022.0
267,Geelong,Maddy McMahon,8,50,39,89,35,1210,33,10,0,364,0,0,0,2022.0
268,Geelong,Madeline Keryk,8,50,29,79,19,1353,6,14,0,275,0,0,0,2022.0
269,Geelong,Madisen Maguire,4,5,7,12,11,93,2,6,0,64,1,0,6,2022.0
270,Adelaide,Madison Newman,5,42,9,51,11,1171,11,5,0,187,0,0,0,2022.0
271,Carlton,Madison Prespakis,8,79,96,175,81,1689,22,26,0,595,1,2,8,2022.0
272,Melbourne,Maggie Caris,5,7,9,16,8,121,2,10,52,126,0,0,0,2022.0
273,Fremantle,Makaela Tuhakaraina,7,20,17,37,11,441,9,17,0,199,1,0,6,2022.0
274,Brisbane,Maria Moloney,2,5,5,10,9,118,1,3,0,40,0,0,0,2022.0
275,Adelaide,Marijana Rajcic,8,50,21,71,24,578,15,7,0,264,0,0,0,2022.0
276,Fremantle,Matilda Sergeant,4,19,5,24,5,480,7,2,0,97,0,0,0,2022.0
277,Richmond,Meagan Kiely,7,40,28,68,30,1042,11,36,0,348,2,0,12,2022.0
278,Richmond,Meg Macdonald,5,13,15,28,13,266,3,16,0,141,1,1,7,2022.0
279,Geelong,Meg McDonald,8,37,26,63,32,859,16,18,0,263,0,0,0,2022.0
280,Melbourne,Megan Fitzsimon,7,48,21,69,21,1062,12,24,0,325,2,2,14,2022.0
281,West Coast,Melissa Caulfield,4,15,6,21,9,434,6,7,0,104,0,2,2,2022.0
282,North Melbourne,Mia King,8,45,72,117,57,1094,13,42,0,482,3,1,19,2022.0
283,Collingwood,Mikala Cann,8,45,66,111,63,837,17,28,0,454,3,1,19,2022.0
284,West Coast,Mikayla Bowen,8,70,36,106,40,1833,22,45,0,516,2,0,12,2022.0
