,Team,Player,Games,Kicks,Handballs,Disposals,Contested Possessions,Metres Gained,Marks,Tackles,Hitouts,Fantasy,Goals,Behinds,Score,Year
57,St Kilda,Cat Phillips,6,40,31,71,34,1149,16,11,0,264,0,0,0,2020.0
58,Brisbane,Cathy Svarc,7,57,30,87,67,1704,6,38,0,393,3,0,18,2020.0
59,Western Bulldogs,Celine Moody,3,6,0,6,3,81,0,2,40,55,0,0,0,2020.0
60,Melbourne,Chantel Emonson,7,37,17,54,19,1057,11,24,0,278,2,0,12,2020.0
61,West Coast,Chantella Perera,5,22,13,35,22,636,9,15,0,174,0,0,0,2020.0
62,Carlton,Charlotte Wilson,6,42,23,65,25,604,27,10,0,289,0,0,0,2020.0
63,Adelaide,Chelsea Biddell,6,30,5,35,16,821,7,9,0,171,3,0,18,2020.0
64,Gold Coast,Cheyenne Hammond,7,29,14,43,19,854,8,16,0,193,0,2,2,2020.0
65,Carlton,Chloe Dalton,7,40,58,98,46,1405,11,23,0,331,0,0,0,2020.0
66,Collingwood,Chloe Molloy,7,59,34,93,36,1188,32,16,0,423,6,4,40,2020.0
67,Richmond,Christina Bernardi,6,33,13,46,20,811,10,10,0,198,3,6,24,2020.0
68,Richmond,Ciara Fitzgerald,1,2,0,2,1,30,0,2,0,14,0,0,0,2020.0
69,St Kilda,Clara Fitzpatrick,5,31,17,48,26,594,13,11,0,209,0,0,0,2020.0
70,St Kilda,Claudia Whitfort,3,10,8,18,14,247,1,5,0,73,0,1,1,2020.0
71,GWS Giants,Cora Staunton,7,51,12,63,32,1300,14,12,0,320,8,7,55,2020.0
72,St Kilda,Courteney Munn,3,9,6,15,6,144,6,6,6,87,0,0,0,2020.0
73,Adelaide,Courtney Cramey,1,5,0,5,2,136,0,2,0,24,0,0,0,2020.0
74,West Coast,Courtney Guard,6,34,14,48,25,865,8,14,0,192,0,0,0,2020.0
75,Adelaide,Courtney Gum,6,36,27,63,38,628,14,14,0,268,3,0,18,2020.0
76,Richmond,Courtney Wakefield,5,27,5,32,15,479,19,13,0,205,4,1,25,2020.0
77,North Melbourne,Daisy Bateman,7,34,22,56,32,637,15,15,0,291,7,2,44,2020.0
78,Melbourne,Daisy Pearce,7,68,36,104,36,1649,19,20,0,403,0,0,0,2020.0
79,Brisbane,Dakota Davidson,6,27,7,34,20,691,11,13,4,177,2,3,15,2020.0
80,West Coast,Dana Hooker,6,85,33,118,75,2020,16,41,0,530,1,0,6,2020.0
81,North Melbourne,Danielle Hardiman,6,38,16,54,19,683,13,6,0,205,0,0,0,2020.0
82,Geelong,Danielle Higgins,6,44,23,67,39,997,13,22,0,325,4,1,25,2020.0
83,Western Bulldogs,Danielle Marshall,6,24,8,32,22,492,5,13,8,171,3,1,19,2020.0
84,Adelaide,Danielle Ponter,6,32,22,54,31,662,14,7,0,236,5,1,31,2020.0
85,West Coast,Danika Pisconeri,3,10,6,16,12,119,4,7,23,105,0,1,1,2020.0
86,St Kilda,Darcy Guttridge,5,17,10,27,13,366,3,13,0,137,2,1,13,2020.0
87,Carlton,Darcy Vescio,7,50,26,76,47,1174,16,15,1,318,4,3,27,2020.0
88,North Melbourne,Daria Bannister,1,0,2,2,3,10,0,2,0,13,0,0,0,2020.0
89,Adelaide,Dayna Cox,6,39,11,50,17,762,15,12,0,224,0,0,0,2020.0
90,Western Bulldogs,Deanna Berry,5,14,6,20,11,409,3,8,0,101,2,0,12,2020.0
91,Gold Coast,Dee Heslop,7,27,5,32,18,733,4,31,0,222,0,0,0,2020.0
92,Geelong,Denby Taylor,2,10,5,15,4,254,3,1,0,47,0,0,0,2020.0
93,Adelaide,Deni Varnhagen,1,5,1,6,2,152,1,1,0,23,0,0,0,2020.0
94,Fremantle,Ebony Antonio,7,53,32,85,41,1501,23,30,1,427,4,2,26,2020.0
95,Adelaide,Ebony Marinoff,6,94,45,139,63,1874,31,47,0,639,0,0,0,2020.0
96,Collingwood,Ebony O'Dea,4,7,16,23,18,176,0,24,0,150,0,0,0,2020.0
97,Melbourne,Eden Zanker,7,42,30,72,43,1034,13,25,77,416,4,3,27,2020.0
98,Western Bulldogs,Eleanor Brown,5,19,14,33,14,419,7,13,0,147,0,0,0,2020.0
99,Western Bulldogs,Elisabeth Georgostathis,6,35,12,47,29,752,5,21,0,214,1,1,7,2020.0
100,Melbourne,Elise O'Dea,7,66,34,100,53,1633,13,27,0,393,0,1,1,2020.0
101,North Melbourne,Elisha King,4,13,12,25,9,255,8,13,0,149,2,0,12,2020.0
102,Collingwood,Eliza Hynes,3,7,9,16,12,114,2,6,45,114,0,0,0,2020.0
103,Richmond,Ella Wood,3,8,6,14,4,189,2,7,0,66,0,1,1,2020.0
104,GWS Giants,Elle Bennetts,7,49,38,87,35,1211,21,13,0,327,0,0,0,2020.0
105,Western Bulldogs,Ellie Blackburn,6,72,32,104,55,1943,13,25,0,434,2,2,14,2020.0
106,GWS Giants,Ellie Brush,1,9,1,10,7,97,0,4,0,47,0,0,0,2020.0
107,North Melbourne,Ellie Gavalas,7,64,29,93,40,1625,13,38,0,436,1,3,9,2020.0
108,Gold Coast,Ellie Hampson,6,28,27,55,22,872,7,21,0,220,0,0,0,2020.0
109,Western Bulldogs,Ellyse Gamble,4,16,7,23,13,366,7,7,0,104,0,0,0,2020.0
110,Adelaide,Eloise Jones,5,29,7,36,18,735,10,18,0,196,3,0,18,2020.0
111,Brisbane,Emily Bates,7,80,59,139,63,1945,23,24,0,489,1,1,7,2020.0
112,West Coast,Emily Bonser,3,7,8,15,8,129,3,2,0,51,0,0,0,2020.0
113,GWS Giants,Emily Goodsir,1,5,7,12,5,92,2,6,0,58,0,1,1,2020.0
114,West Coast,Emily McGuire,3,5,4,9,5,102,3,7,4,65,0,0,0,2020.0
115,North Melbourne,Emma Humphries,1,5,0,5,1,190,3,1,0,28,0,0,0,2020.0
116,North Melbourne,Emma Kearney,7,91,53,144,57,2455,24,31,0,588,3,1,19,2020.0
117,North Melbourne,Emma King,7,27,16,43,23,503,10,25,66,317,4,3,27,2020.0
118,St Kilda,Emma Mackie,2,6,9,15,15,32,2,6,0,61,0,0,0,2020.0
119,Fremantle,Emma O'Driscoll,4,21,8,29,18,340,10,5,0,130,0,0,0,2020.0
120,West Coast,Emma Swanson,6,79,23,102,56,2047,13,27,0,421,1,3,9,2020.0
121,Brisbane,Emma Zielke,7,47,21,68,21,891,18,13,0,286,0,1,1,2020.0
122,Collingwood,Erica Fowler,7,26,18,44,15,592,16,19,9,217,0,2,2,2020.0
123,GWS Giants,Erin McKinnon,5,7,10,17,11,186,3,5,82,137,0,1,1,2020.0
124,Adelaide,Erin Phillips,2,21,5,26,11,473,4,5,0,108,0,1,1,2020.0
125,Fremantle,Evangeline Gooch,6,51,7,58,20,1234,12,10,0,229,0,0,0,2020.0
126,Brisbane,Gabby Collingwood,2,13,3,16,5,317,11,4,0,96,0,1,1,2020.0
127,Western Bulldogs,Gabby Newton,6,37,42,79,52,517,10,42,0,389,0,0,0,2020.0
128,Fremantle,Gabby O'Sullivan,7,38,29,67,42,1066,14,15,0,292,4,2,26,2020.0
129,Richmond,Gabby Seymour,6,23,19,42,25,527,10,16,42,225,0,0,0,2020.0
130,Carlton,Gabriella Pound,7,67,20,87,25,1137,21,11,0,341,0,0,0,2020.0
131,Melbourne,Gabrielle Colvin,5,18,11,29,15,376,5,7,0,109,0,0,0,2020.0
132,Fremantle,Gemma Houghton,7,54,24,78,48,1861,26,20,11,397,4,10,34,2020.0
133,Western Bulldogs,Gemma Lagioia,6,32,20,52,23,694,9,5,0,183,0,1,1,2020.0
134,Geelong,Georgia Clarke,5,16,10,26,13,266,4,3,0,117,4,1,25,2020.0
135,Carlton,Georgia Gee,7,38,33,71,37,944,8,25,0,351,8,0,48,2020.0
136,St Kilda,Georgia Patrikios,6,65,29,94,38,1804,11,20,0,350,0,2,2,2020.0
137,Geelong,Georgie Rankin,4,12,10,22,10,132,4,12,0,106,0,0,0,2020.0
138,Richmond,Grace Campbell,5,30,32,62,48,956,3,28,0,249,0,1,1,2020.0
139,Carlton,Grace Egan,7,50,50,100,55,863,14,32,0,419,2,1,13,2020.0
140,West Coast,Grace Kelly,6,20,12,32,10,438,8,5,5,121,1,2,8,2020.0
141,Brisbane,Greta Bodey,6,24,17,41,26,565,6,18,0,198,2,1,13,2020.0
142,GWS Giants,Haneen Zreika,7,42,47,89,33,1066,17,28,0,372,2,1,13,2020.0
143,Richmond,Hannah Burchell,6,24,14,38,13,569,10,8,0,154,0,0,0,2020.0
144,Gold Coast,Hannah Dunn,6,38,43,81,42,739,13,33,1,355,0,0,0,2020.0
145,Western Bulldogs,Hannah Munyard,3,14,7,21,8,404,5,7,0,102,1,0,6,2020.0
146,St Kilda,Hannah Priest,6,31,27,58,29,570,16,18,0,265,0,0,0,2020.0
147,Western Bulldogs,Hannah Scott,5,38,12,50,18,971,12,15,0,211,0,0,0,2020.0
148,Melbourne,Harriet Cordner,7,32,27,59,38,645,8,20,46,273,0,1,1,2020.0
149,West Coast,Hayley Bullas,6,35,15,50,32,591,5,24,0,237,2,0,12,2020.0
150,Fremantle,Hayley Miller,7,71,26,97,52,2085,20,29,0,457,1,2,8,2020.0
151,Richmond,Holly Whitford,4,16,3,19,11,435,0,7,0,72,0,0,0,2020.0
152,Richmond,Iilish Ross,1,6,2,8,1,177,1,3,0,38,0,0,0,2020.0
153,West Coast,Imahra Cameron,6,58,25,83,44,1351,15,21,0,357,1,4,10,2020.0
154,GWS Giants,Ingrid Nielsen,4,14,3,17,13,303,6,3,22,95,0,0,0,2020.0
155,Brisbane,Isabel Dawes,7,22,19,41,21,493,7,12,0,148,0,0,0,2020.0
156,Western Bulldogs,Isabel Huntington,5,49,16,65,32,1440,24,13,0,289,1,1,7,2020.0
157,St Kilda,Isabella Shannon,4,16,7,23,8,216,7,7,0,101,0,0,0,2020.0
158,GWS Giants,Jacinda Barclay,5,23,17,40,21,553,11,12,0,184,1,1,7,2020.0
